"Species_877"	"Species_616"	"Replicate"
"1"	4.03729286826923	3.70576763706223	3.70576763706221
"2"	5.62873951782479	6.86583491705541	6.76743911918426
"3"	3.39921899099147	3.0706818285532	1.53950771830217
"4"	3.76283178397747	3.41526488142353	2.54274138374888
"5"	6.52420871362412	3.52397165632913	4.32129839870432
"6"	3.03110895041833	0.17554641727352	1.01945837994206
"7"	3.19177893245563	2.85241807402112	1.74270229522171
"8"	2.8960539985446	2.53964200719042	1.04407924377912
"9"	3.46253059270134	3.14712744031389	2.22234219808503
"10"	3.40686140298491	2.51110375574171	3.57873187189455
"11"	2.16934246789762	1.73008034850446	0.254869026537568
"12"	3.61425618182515	1.05783592325095	1.73200106156004
"13"	4.29269389484043	2.61442813903881	4.04757866237132
"14"	3.16865381038458	3.15348223896049	3.01838321254435
"15"	3.4647023068249	3.94759665000057	3.99922181888457
"16"	3.02128894870574	3.06069358488321	3.14776610464017
"17"	3.38888886930635	2.73518458533791	3.33933377921555
"18"	3.17816663269639	2.83802389772199	2.81976548658012
"19"	3.34896122111475	2.96553301757474	3.28116670910132
"20"	3.13270763677131	3.07409450782188	3.22201839202454
"21"	3.99886212479793	3.49538137584954	3.80484548195337
"22"	3.13752262460679	3.27175843361659	3.51383328882214
"23"	3.60602642927095	3.18029300524827	3.36771422863602
"24"	3.48999309042123	3.27677612949482	3.71598640464758
"25"	2.94418696283038	2.88908151908183	2.91435625410058
"26"	4.15422243956372	3.86856858285378	3.83378484217321
"27"	4.1740516357814	4.69426584531714	4.54615051567314
"28"	3.97472679455383	4.27255895932931	4.16347751650986
"29"	3.58102567418741	4.16208891771746	3.84802454521032
"30"	3.10194380490746	2.77468284654588	2.7871472567505
"31"	3.12139006074218	2.41360167267321	2.57074128582377
"32"	3.01596446757264	2.64338280283167	2.61544663132759
"33"	3.13833178445873	2.65649975608813	2.6662176600942
"34"	3.1464993131729	2.85794887972821	2.89872262288158
"35"	3.50422205954035	0.196226590496097	0.567006444678279
"36"	3.20351152838395	2.83377675227967	2.93486757071629
"37"	3.79613525604612	3.50803657798452	3.63017015826508
"38"	3.65056478461318	3.59845928752105	3.63366492396761
"39"	3.91383306194248	4.17136618544299	4.30378698377942
"40"	3.0013788288514	3.13945249183094	3.15401563241671
"41"	3.22359597208529	3.91436366875037	3.99518446436237
"42"	3.03777408695818	2.50521926750544	2.65962951434507
"43"	2.9723960706399	2.7435237079683	2.76785544229655
"44"	3.93557930779202	3.91119868065109	3.88417896712258
"45"	3.16377885596911	2.73440929926954	2.97785894975759
"46"	3.73270442360271	3.51787819540965	3.57032938273434
"47"	3.30070029392506	3.64145717853034	3.34309924491296
"48"	3.0559388283904	3.10813055185854	3.05457439152306
"49"	4.1855885691744	4.34667165972392	4.33525268585812
"50"	3.02770123941868	3.01855578241269	3.12100378215716
"51"	4.71387629840205	3.08410276515187	4.02094217829837
"52"	3.38543580564345	2.97588691127877	2.97259196650103
"53"	3.14894388268553	2.77470807200552	2.85895274740094
"54"	4.69115275660897	2.87225674324585	2.8418244297838
"55"	3.2054920470695	3.24191585238054	3.24702861529054
"56"	3.00278453673949	2.8291989875741	2.94763084028133
"57"	3.82266589410251	4.03850354391462	4.18393163639242
"58"	3.11545120194277	2.84057424485585	2.94838930267412
"59"	3.25808095447015	3.40397650661351	3.82569936702192
"60"	4.23439417447333	4.46071940204101	4.57674666976932
"61"	3.41639448785856	3.16967985589914	3.25971991219336
"62"	3.89020535540193	4.24481575009391	4.3289090225802
"63"	3.21351373262853	3.2153852276867	3.30123794382155
"64"	2.28696810571854	1.85684775582355	0.50976000446359
"65"	5.18787267128421	2.23927766713667	2.50365988226811
"66"	4.57861149362042	4.38581686350946	4.14255245680417
"67"	3.13837398909628	2.92832237313042	2.95283782268915
"68"	3.08907276870866	2.7245285211821	2.64815268339972
"69"	3.04884978045247	2.81929152536103	2.84484149388149
"70"	3.14285686594563	2.98707024708366	2.92161903865405
"71"	3.55748129231572	3.43967421525322	3.31602834288286
"72"	3.10355891518026	3.37009044167675	2.93614794011256
"73"	3.28656644040827	3.19176098605239	3.25532701777493
"74"	3.22822046162451	3.19177519936275	3.16318928832489
"75"	3.14671105772823	2.92431216236391	2.91277386304015
"76"	3.2046610877111	3.16822939040894	3.16634783021889
"77"	3.43987347208188	3.36886123158277	3.21647381187307
"78"	3.25603368565034	2.9004214604635	2.86229984381764
"79"	3.37053090820656	3.31135751667202	3.30378024672525
"80"	3.05581700577674	2.83999877670812	2.82901087861487
"81"	3.03881293613404	3.17069705445091	3.11521360427527
"82"	5.05545523910655	2.0378103043737	2.68242567354033
"83"	3.23396671734167	2.65546458140547	2.77686656015648
"84"	3.70759138716252	3.35033566759724	3.44856613856036
"85"	3.84722320801636	3.25282962428855	3.41293330334703
"86"	3.00987368375322	2.76155766417846	2.78962652433865
"87"	3.78390911594002	3.91049348436721	3.9187783170764
"88"	3.02488880117476	2.71583449034409	2.76674350149284
"89"	3.43956204684755	3.35982430411581	3.3907337517451
"90"	3.73247604199489	3.72070128814051	3.73832741218288
"91"	3.02374826918027	3.27524392890417	3.02376954027258
"92"	3.11608035750685	2.88916881528121	2.91123502331474
"93"	3.12672570199223	2.92094349039042	2.89905896392172
"94"	3.40239233049201	3.28836043560789	3.21649030271103
"95"	3.15157839508547	2.82580115782643	3.00354029105147
"96"	4.01118492019646	3.59868431623242	3.92738186831484
"97"	3.2384590160686	2.78994497617519	2.73377477975508
"98"	3.40658831164374	2.67496517866813	3.09889213990659
"99"	3.16210229717305	3.29945994651991	3.27812021801161
"100"	3.18903650705651	3.20428945426222	3.00817448548513
"101"	3.62981744369154	3.48742642097373	3.67437548648058
"102"	3.2969917599817	3.4802759643867	3.51736142282511
"103"	3.38734639062914	3.92235235945901	3.58241879286741
"104"	4.00062792024433	3.74159844664622	3.64474274557115
"105"	3.51213937552354	3.19824513788755	3.1286777987107
"106"	3.74142718503253	3.22582350909895	3.32599927440102
"107"	4.34501406263403	4.15953327002439	4.10557670860331
"108"	3.05437469059167	2.65020276135174	2.60920496948187
"109"	3.01488212294104	2.92273439893787	2.6252540308894
"110"	3.34545468621754	3.09364519420728	3.17373880169217
"111"	5.04445660762506	1.57117168846963	2.02027809290601
"112"	3.40645447397459	3.06309981275838	3.21679134754209
"113"	3.62608658647519	3.86755946715916	3.77283998627747
"114"	3.17723351743269	2.85725023125515	2.93286045414817
"115"	3.07266293397702	3.03933554897048	3.13681118302325
"116"	3.41109669065672	3.03418044545905	3.11497067617583
"117"	3.42143781246319	3.66921112370623	3.64129519756192
"118"	3.03432948335883	3.09423614758296	2.99729895296742
"119"	3.08955745697119	3.38357597584936	3.31255727108059
"120"	3.23101908388174	2.841705325229	3.0086230211574
"121"	3.18017480536827	3.12566247863037	3.10250330714825
"122"	3.35839410189795	3.51612776094432	3.50470350325494
"123"	3.11465843634161	2.69807567558969	2.78020188416698
"124"	3.33550479282202	3.02604543030472	3.21956050083003
"125"	3.0907040777436	2.61039075048832	2.63500228464883
"126"	3.02229570285603	2.61341881023876	2.62472854961193
"127"	3.05999189799264	2.60480064533474	2.63966021365879
"128"	3.43047404868393	3.04865714705212	3.06617327500109
"129"	3.6381958674517	3.40985249687322	3.3658158833189
"130"	3.07644208323482	2.87840950843049	2.89889167075306
"131"	3.05947709699259	2.89823523724057	2.9217137210873
"132"	3.40826022471256	3.04239090550688	3.06858453290926
"133"	3.00189437969409	2.87730721075651	2.89899511856293
"134"	3.50411533805355	3.31877573056712	3.31033972924354
"135"	3.06342674406977	2.97122862308315	3.05321956069274
"136"	3.83405454539874	3.58163231103812	3.60246600586679
"137"	3.1624847158374	2.99292715177385	2.81978101676615
"138"	3.62040327874132	3.33283221656278	3.3484768670003
"139"	3.57425645821315	3.41276884322949	3.44238936362874
"140"	3.28507306279406	3.25203880083399	3.22295224451264
"141"	3.46987521297662	3.24688870692764	3.30183403706139
"142"	3.09308384150596	2.9635307556197	2.92115789182474
"143"	3.72486993532599	3.59869623524181	3.49586915597948
"144"	3.14714836817456	3.07899189395338	3.02717163708356
"145"	3.3433827074884	3.33326607370551	3.38518795602259
"146"	3.01286365861183	3.1111298469658	3.0532266421448
"147"	3.16343620731824	3.30232993957377	3.25245975502708
"148"	3.41501142193637	3.8101574367369	3.96057410677924
"149"	3.15970999686024	3.5078613766268	3.15399749126883
"150"	3.21066779033574	2.93806359811425	2.94364211499299
"151"	4.01745867161526	0.421489816878228	0.142090205287323
"152"	3.1518570845571	3.46985419602726	3.25041297034265
"153"	3.23243696988184	3.20884601094894	2.98872432344448
"154"	3.28448360401989	2.46845526415443	2.82972661842299
"155"	3.23802799010991	2.85189936127737	2.91115414735507
"156"	3.17296732389864	3.12588070536314	3.18013031389
"157"	3.69719654151886	3.06762574659649	3.26628200203786
"158"	3.781528363487	3.46387474381841	3.69347098442565
"159"	3.31431219977092	2.94588209806157	3.11642410056285
"160"	3.17023572279341	2.81059967836944	3.0237713092276
"161"	3.06004922805715	2.83183823613818	3.06430326243374
"162"	4.48222462656016	4.97440559591271	5.04580016616589
"163"	4.88747794210729	5.21172846036277	5.26132869116686
"164"	4.15779215741942	4.77906842896016	4.83935353015821
"165"	3.17608829323804	3.36100570615152	3.45251480375999
"166"	3.37375040284384	3.33991676303903	3.52810640218914
"167"	3.08618399846902	2.82206053644157	3.14325733170872
"168"	3.33381165298658	3.70946811437604	3.60844621396624
"169"	3.10076614106185	3.36245880529012	3.5018937914153
"170"	4.01493503798011	3.88044703830002	4.1274276589052
"171"	4.3319904920708	4.81522655141031	4.92289615753177
"172"	3.47376610763439	4.15030992989998	3.96958212471655
"173"	3.77669848327876	3.82048117159493	4.04525929736291
"174"	3.91093054176664	4.07239718266571	3.66658560078459
"175"	3.45100240146155	3.22238373058725	3.65624794030904
"176"	4.43327708515688	4.40692590005706	4.50389564457452
"177"	3.84528161952506	4.03952399644298	4.23903313234567
"178"	3.29465292711104	3.66931639012717	3.8378064139705
"179"	3.13145787021099	3.57609942718106	3.85673831496978
"180"	3.35151110379404	2.9239191469769	3.17845456579466
"181"	4.33055469110409	4.55643524860351	4.43072074906675
"182"	3.16812252641949	3.27369857719208	3.30301795469558
"183"	3.10616420345133	2.39383280760079	2.85534672019758
"184"	3.90927740902473	3.81986429312285	3.7829702281041
"185"	4.21993856702132	3.92114333766557	4.00998478858625
"186"	3.54735636721993	3.26622261259227	3.35339890137824
"187"	2.4902845996941	2.3316223304386	2.49393641793557
"188"	3.14301449233497	3.1143649013851	3.19477000748355
"189"	3.35412155179661	3.49450092092803	3.22608772496973
"190"	5.86653631972848	6.01205478504083	6.04668807874649
"191"	3.41352366670185	3.35880016978484	3.31318798253622
"192"	3.73062162145274	3.56495425931934	3.53283324129683
"193"	4.58412879750124	4.46275805008781	4.51408774032176
"194"	3.72942300555019	3.53472371153979	3.64529556717606
"195"	4.49344797562225	4.34447050983079	4.43056933667598
"196"	3.2530469834171	3.31028219610777	3.24767453160541
"197"	3.52879287817045	3.58468664764218	3.48267876966287
