"Species_877"	"Species_616"	"Replicate"
"1"	-0.260945435037526	-2.94458478591101e-17	-0.260945435037526
"2"	-0.397165027162129	-0.347768069855042	-0.355057063440212
"3"	-0.486384705121968	-0.486384705121968	-0.435179990097547
"4"	-0.369626447923146	-0.369626447923146	-0.392221943278285
"5"	-0.702818922677958	-0.565288707960583	-0.607522282697663
"6"	-0.389207910658023	-0.284208476763547	-0.392028686938004
"7"	-0.60232149917854	-0.60232149917854	-0.611698934267971
"8"	-0.424235610388069	-0.424235610388069	-0.379880982529252
"9"	-0.491388931970904	-0.491388931970904	-0.523682760593233
"10"	-0.6234136794524	-0.785706362746617	-0.868037647607446
"11"	-0.392992648296912	-0.392992648296912	-0.242024644556743
"12"	-0.855498731698845	-0.773689970374733	-0.919414859047142
"13"	-0.414400206577199	-0.491891669574485	-0.589843856224071
"14"	0.49180257200873	0.490322109949205	0.484796932515039
"15"	-0.751119165897899	-0.80927823910053	-0.805336558006763
"16"	-0.856471183192712	-0.797850581148644	-0.877992084822145
"17"	-0.32756172475324	-0.453157071059369	-0.482587786025319
"18"	-0.748781317793605	-0.713895245784393	-0.727548549297424
"19"	0.87543431140714	0.805458041446633	0.894257609838634
"20"	1.21049854330425	1.14860995521263	1.19393531272801
"21"	0.724400808752248	0.6889631490219	0.741499660845479
"22"	0.367041105076511	0.353824055967189	0.368055539225962
"23"	0.627789990593702	0.614123763145193	0.631785600754997
"24"	1.43366116950711	1.42980341569442	1.3571771867606
"25"	0.717649863170074	0.690902738734131	0.689231970088921
"26"	-0.522846667476816	-0.495970922078543	-0.501719288772647
"27"	0.407401278465576	0.426006936138048	0.410996714990302
"28"	1.28774592941046	1.40771482126401	1.38785398394837
"29"	0.856664733230212	1.00374352816434	0.922033943825324
"30"	1.07828157568357	1.01116145479335	1.0154153270398
"31"	-0.513754477218736	-0.489283532100337	-0.500654065211676
"32"	1.1173627791638	1.02556382991004	1.05068596552664
"33"	0.750613138286933	0.66824780561646	0.657567047025574
"34"	1.39238416164604	1.34099223473676	1.38149986804272
"35"	-0.397439819491125	-0.209186747235964	-0.303867896705527
"36"	1.1932323814111	1.14246785953265	1.17755274208235
"37"	2.46437340635349	2.41627317081832	2.48604071661007
"38"	0.893165302795171	0.865441283229338	0.894418307823663
"39"	1.12956624826624	1.15857321207479	1.19807004661142
"40"	1.14081724419961	1.24575246270145	1.23522895373103
"41"	0.766963122828314	0.871418970358967	0.889117630629589
"42"	-0.546437004768919	-0.488727630332079	-0.508697036308609
"43"	0.562083653007969	0.535534921957661	0.545322699571962
"44"	0.819551271907497	0.775682630236347	0.796262541618801
"45"	0.632578430204898	0.558345290070512	0.607786139554962
"46"	0.994327713696105	0.95527048352044	0.964425440538709
"47"	1.16489865681518	1.10428385008072	1.15654324187676
"48"	1.50911065294313	1.4852065459139	1.4709256510445
"49"	0.893959833865837	0.999389682907011	0.955511293160347
"50"	0.982233715049801	1.10263602533441	1.07374671406278
"51"	-0.390724377664857	-0.434475146421422	-0.520730351718585
"52"	0.905195504911736	0.876049407020111	0.9018621148745
"53"	1.35513740240556	1.34373875947506	1.3671841925828
"54"	-0.422838718000749	-0.476542859822374	-0.474331867028978
"55"	0.66883048837386	0.669367708154866	0.675037755098684
"56"	1.01564539727145	0.993216476592808	1.00485460594634
"57"	0.690599694259527	0.673463908976269	0.686926413407359
"58"	0.553419574515871	0.543740768942229	0.540481926319108
"59"	0.738652257601246	0.694431696489948	0.780005684310788
"60"	0.862615380409047	0.87716949617615	0.89758869414616
"61"	1.15611490492616	1.10908841164853	1.14076928179915
"62"	1.08517069569375	1.12592579586493	1.13915121752623
"63"	0.804963597719641	0.822943206633823	0.839883113662992
"64"	0.607319566434774	0.607319566434774	0.536955714056325
"65"	0.769747497466447	0.675871191203521	0.750665879685886
"66"	0.946980532883851	0.946004899457667	0.92774969782235
"67"	1.16343661079087	1.07063654464091	1.06791545430792
"68"	0.809629414949331	0.78351904512494	0.777290371145588
"69"	1.19138338176548	1.12454889195804	1.12301845933934
"70"	0.88849854696277	0.867487342200893	0.861982994627208
"71"	1.51643292494878	1.44590383515597	1.43410022937891
"72"	1.01162004529109	0.996150620540777	0.979032949126705
"73"	1.1069770209524	1.03678442991445	1.04237573075059
"74"	1.3548733762534	1.30102829517932	1.3270918030475
"75"	1.28895388651112	1.20791286493108	1.20312029425395
"76"	1.4949460037726	1.46915199725013	1.46154835694688
"77"	1.06420465225235	1.02091973884618	1.03823079487832
"78"	0.904095349565283	0.894079431024114	0.895894206415674
"79"	1.38768842317678	1.36866913602422	1.36539909402604
"80"	1.0977478144045	1.01637564688384	1.01105161609
"81"	1.2729740197821	1.50153390639796	1.44068693078922
"82"	-0.430030298060337	-0.365195733898377	-0.411930241553772
"83"	1.41412137523695	1.32460096902947	1.34676691389419
"84"	1.31439004399664	1.31338255965058	1.3288181201209
"85"	1.1305933906402	1.06598662269965	1.08684024194704
"86"	0.762148500808853	0.727997836279392	0.734033709785905
"87"	1.35353694647954	1.3417785474154	1.35781300617779
"88"	0.897377866326709	0.882550776520289	0.889638666594174
"89"	1.12921569226258	1.13082620871049	1.14907475164786
"90"	0.991048460844242	0.969272690413899	0.983010350974943
"91"	1.04397235512116	1.04419829673743	1.01707453127009
"92"	1.29200589956632	1.22290826227927	1.23858158798971
"93"	1.03516573502149	0.98233297287867	0.975361271632907
"94"	0.634845201755408	0.62082952544525	0.640514825043094
"95"	1.03379709781009	1.07244507996959	1.11547758354229
"96"	1.52598686719263	1.51237118767012	1.61239507276181
