"x"	"y"	"GroupsVector"	"LostEdges"	"Degree"	"BetweennessCentrality"	"ClosenessCentrality"	"EigenvectorCentrality"	"NeighborhoodConnectivity"
"BacV5Epi_Species_3009"	-5.00955515768395	3.71531799035384	"BacV5Epi"	2784	62	0.01658806	0.44624448	0.102870054543018	58.41935484
"BacV5Epi_Species_7228"	5.83909326091548	3.0272618502192	"BacV5Epi"	1945	4	0.02410482	0.31661442	0.00176961510442197	16.25
"BacV5Epi_Species_10667"	-9.35583880554997	-2.59358138817058	"BacV5Epi"	2954	63	0.00795068	0.44558824	0.116741262376308	63.57142857
"BacV5Epi_Species_16152"	-3.22186287171834	2.47255910905894	"BacV5Epi"	2847	31	0.00073782	0.42496494	0.0620644763112068	73.35483871
"BacV5Epi_Species_451"	-9.02913176129692	2.15144257938311	"BacV5Epi"	2938	66	0.00604441	0.4529148	0.115114443004131	60.53030303
"BacV5Epi_Species_4854"	-2.44839905823506	1.5772802763384	"BacV5Epi"	2825	3	0	0.3447099	0.00735580548644066	90.33333333
"BacV5Epi_Species_10046"	-5.4869786739098	1.02086548764479	"BacV5Epi"	2894	17	0.00031577	0.4002642	0.0366799347102642	83.76470588
"BacV5Epi_Species_15457"	1.48365618888819	0.20269316955198	"BacV5Epi"	2577	8	9.025e-05	0.37223587	0.0163214392960072	78.625
"BacV5Epi_Species_8522"	-3.04671661960966	1.19625411746233	"BacV5Epi"	2836	11	1.058e-05	0.38846154	0.0236051715910435	83.18181818
"BacV5Epi_Species_1316"	-7.11071745171979	-0.139206068339702	"BacV5Epi"	2912	14	0.00046366	0.38746803	0.0311013851314783	83.78571429
"BacV5Epi_Species_11125"	6.98389155365082	-0.601137774077922	"BacV5Epi"	1671	1	0	0.30452261	0.00121082772966474	44
"BacV5Epi_Species_11885"	-3.95348428488065	-0.533757324101488	"BacV5Epi"	2837	21	0.00044795	0.39350649	0.0416093245148659	72.85714286
"BacV5Epi_Species_11523"	-8.52596407908155	-2.37292307825784	"BacV5Epi"	3031	9	3.198e-05	0.35857988	0.016011830419302	64.22222222
"BacV5Epi_Species_7126"	-18.5429897515882	5.34853426121883	"BacV5Epi"	3047	72	0.0034262	0.46543779	0.130961462855339	62.81944444
"BacV5Epi_Species_2510"	5.62236181800918	-1.34303474582126	"BacV5Epi"	1703	1	0	0.31237113	0.00207406841218472	76
"BacV5Epi_Species_5552"	-0.389812305165654	1.14983586319071	"BacV5Epi"	2578	40	0.00382931	0.42024965	0.0755403488874435	67.6
"BacV5Epi_Species_8737"	-10.3085685793802	0.254499401390706	"BacV5Epi"	3026	5	8.084e-05	0.36506024	0.0111880572512746	92.8
"BacV5Epi_Species_9147"	9.80842347490496	1.13404150983332	"BacV5Epi"	965	7	0.02101302	0.33554817	0.00299327564425766	19.28571429
"BacV5Epi_Species_6341"	5.28985976556454	2.73314051319369	"BacV5Epi"	2040	5	0.00868227	0.33333333	0.00340891745872796	25.2
"BacV5Epi_Species_2770"	-9.4956871732381	4.64167173841211	"BacV5Epi"	2976	35	0.00222129	0.42917847	0.0697731375694275	74.74285714
"BacV5Epi_Species_15925"	4.13823283578684	-0.704479682557726	"BacV5Epi"	2111	1	0	0.27101968	0.000340176571626216	22
"BacV5Epi_Species_6356"	-2.46599756795486	1.03120118055516	"BacV5Epi"	2738	39	0.02094795	0.41735537	0.0708075910806656	63.79487179
"BacV5Epi_Species_4220"	6.99071009794637	1.08261767325172	"BacV5Epi"	1558	5	0.00240493	0.33150985	0.00465545663610101	38.6
"BacV5Epi_Species_7001"	-2.23609886969423	-0.829470699475464	"BacV5Epi"	2747	11	2.1e-06	0.38549618	0.0265476424247026	91.81818182
"BacV5Epi_Species_8080"	-15.3636470340697	-3.5655399671636	"BacV5Epi"	3022	68	0.00185313	0.45223881	0.127696469426155	64.08823529
"BacV5Epi_Species_15157"	4.79857735358793	-1.12460334760002	"BacV5Epi"	2041	1	0	0.27101968	0.000340176571626216	22
"BacV5Epi_Species_5451"	-18.2236549545588	-0.0683740688000135	"BacV5Epi"	3038	73	0.00245281	0.46472393	0.13458988070488	63.05479452
"BacV5Epi_Species_9734"	8.1788156652124	-0.259338349599184	"BacV5Epi"	1320	2	0	0.31204943	0.0021289715077728	42
"BacV5Epi_Species_4876"	-1.78152702751457	1.61198528952718	"BacV5Epi"	2723	11	0.00135081	0.38451777	0.0204825140535831	69.81818182
"BacV5Epi_Species_8688"	2.51962865313983	1.6005385263429	"BacV5Epi"	2143	2	0	0.33554817	0.00358580402098596	69
"BacV5Epi_Species_17226"	5.85008532740851	2.29421795355045	"BacV5Epi"	1943	4	0.00604556	0.28397376	0.000401429802877828	8
"BacV5Epi_Species_390"	4.21855679087688	2.41386529395884	"BacV5Epi"	2173	8	0.01036694	0.35069444	0.0072608133777976	32.75
"BacV5Epi_Species_7375"	-0.914114901302902	-2.41878899870227	"BacV5Epi"	2620	11	2.139e-05	0.375	0.0223779678344727	75.09090909
"BacV5Epi_Species_524"	7.22399841089226	0.535249850239371	"BacV5Epi"	1677	2	5.235e-05	0.32371795	0.00171941251028329	34
"BacV5Epi_Species_6166"	-2.96521906393456	2.74546675763415	"BacV5Epi"	2724	15	0.00119755	0.39350649	0.0264690089970827	66.8
"BacV5Epi_Species_2446"	-7.00998020006999	0.967542174251854	"BacV5Epi"	2878	13	0	0.375	0.0294148549437523	83.92307692
"BacV5Epi_Species_1617"	6.67709034388547	1.30634757725951	"BacV5Epi"	1925	1	0	0.2497939	6.95914495736361e-05	15
"BacV5Epi_Species_5426"	-12.7961989386222	-3.92075062387817	"BacV5Epi"	2994	55	0.00068827	0.43285714	0.109499603509903	68.65454545
"BacV5Epi_Species_1608"	0.414941883495672	1.63502905600086	"BacV5Epi"	2497	1	0	0.2497939	6.95914495736361e-05	15
"BacV5Epi_Species_8804"	8.44552381901133	1.91638830264964	"BacV5Epi"	1138	2	0	0.29078695	0.000576159101910889	18.5
"BacV5Epi_Species_11974"	7.94771988159565	-3.13360219250187	"BacV5Epi"	1507	15	0.01082425	0.37733499	0.017921220511198	46.06666667
"BacV5Epi_Species_2853"	-9.25038329291783	-6.17182195484967	"BacV5Epi"	2941	43	0.00275428	0.41793103	0.0839617550373077	67.6744186
"BacV5Epi_Species_564"	5.46841491153774	-2.01356003477269	"BacV5Epi"	1825	5	1.644e-05	0.32441113	0.00543824769556522	35.4
"BacV5Epi_Species_1501"	2.8838668805728	-3.48203090258246	"BacV5Epi"	2306	26	0.001843	0.38403042	0.044047050178051	58.23076923
"BacV5Epi_Species_6995"	10.8549858421136	-0.9577110512984	"BacV5Epi"	444	2	0.00017418	0.16984305	1.13625082676094e-08	3.5
"BacV5Epi_Species_17005"	11.1429406343774	-2.31887737294731	"BacV5Epi"	437	5	0.01515436	0.2041779	5.95645531120681e-07	2.8
"BacV5Epi_Species_2619"	6.88310605059755	-3.26989338035183	"BacV5Epi"	1390	1	0	0.26462882	0.000126252256450243	5
"BacV5Epi_Species_1591"	7.86412662042204	1.06702236879298	"BacV5Epi"	1617	2	0.00116528	0.25292154	5.94157354498748e-05	3.5
"BacV5Epi_Species_13930"	8.38659633817055	1.7723663549128	"BacV5Epi"	1633	2	0.00031382	0.2264574	8.01348687673453e-06	3
"BacV5Epi_Species_8596"	10.306154998136	-3.19550316011733	"BacV5Epi"	625	2	0	0.18297101	6.79155931493369e-08	5.5
"BacV5Epi_Species_5879"	7.83528775719065	-2.47438362411948	"BacV5Epi"	1333	2	0	0.32406417	0.00299629685468972	54.5
"BacV5Epi_Species_3828"	6.83878832927106	-2.59074174495672	"BacV5Epi"	1566	4	0.00055319	0.31301653	0.00150624278467149	15
"BacV5Epi_Species_10936"	9.17347564109075	1.98601762315382	"BacV5Epi"	1141	1	0	0.16965286	1.03578114973857e-08	5
"BacV5Epi_Species_11324"	-8.56144243951129	-0.74287015007844	"BacV5Epi"	2920	78	0.02917996	0.47716535	0.124290615320206	55.21794872
"BacV5Epi_Species_8327"	-1.60361984452405	-4.48049384535436	"BacV5Epi"	2583	2	0	0.33930571	0.00482932198792696	91.5
"BacV5Epi_Species_9195"	6.74456601251992	3.69821770009056	"BacV5Epi"	1872	6	0.00283459	0.29560976	0.00046515031135641	8.5
"BacV5Epi_Species_4221"	2.7528882282555	6.85963564227167	"BacV5Epi"	2400	7	0.01871938	0.37177914	0.00678746029734612	43.28571429
"BacV5Epi_Species_8696"	3.45385635853744	-4.27167793820366	"BacV5Epi"	2070	4	0.00017494	0.32863341	0.00579274632036686	50.5
"BacV5Epi_Species_1411"	0.253577363646304	-1.44172728246269	"BacV5Epi"	2610	9	2.814e-05	0.36071429	0.0150407068431377	59.77777778
"BacV5Epi_Species_13131"	-5.21887713875099	-6.57274870651017	"BacV5Epi"	2803	41	0.00163779	0.41168478	0.0789437815546989	66
"BacV5Epi_Species_5459"	1.42671759128868	-1.0848363650165	"BacV5Epi"	2508	15	0.00023895	0.38796415	0.0260151624679565	65.53333333
"BacV5Epi_Species_13709"	1.02034450632506	-7.08629636436495	"BacV5Epi"	2350	8	0	0.34988453	0.015547820366919	66.375
"BacV5Epi_Species_5453"	8.84919576337701	-0.516783054232995	"BacV5Epi"	1007	3	0.00026487	0.28912214	0.000474161613965407	9
"BacV5Epi_Species_5425"	7.35203874044466	-0.565519626697248	"BacV5Epi"	1405	4	0.00017904	0.2979351	0.00109129003249109	13
"BacV5Epi_Species_5577"	3.25580618284489	-0.448065251118035	"BacV5Epi"	2217	10	0.00169252	0.37041565	0.0132136726751924	53.8
"BacV5Epi_Species_2533"	6.5399863153803	-1.44561807682106	"BacV5Epi"	1742	4	0.00183302	0.33187295	0.00236297072842717	24
"BacV5Epi_Species_7239"	6.78782666214177	-3.18458519968894	"BacV5Epi"	1534	2	0	0.26790451	0.000230516990995966	8.5
"BacV5Epi_Species_14707"	-15.2036574332906	-1.9105253139849	"BacV5Epi"	3027	77	0.00534889	0.46472393	0.130108743906021	56.84415584
"BacV5Epi_Species_14656"	-13.8126697297629	-2.85525396866698	"BacV5Epi"	3040	40	0.00102064	0.42259414	0.0844205170869827	75.225
"BacV5Epi_Species_2091"	-4.74091431835433	5.04333083918421	"BacV5Epi"	2885	43	0.00260005	0.43534483	0.0872646346688271	72.81395349
"BacV5Epi_Species_8806"	9.64182072180587	0.386385496010603	"BacV5Epi"	801	1	0	0.2172043	8.4801877164864e-06	5
"BacV5Epi_Species_6066"	-8.33202828573846	-0.80103591149724	"BacV5Epi"	2985	25	1.806e-05	0.40292553	0.0577510446310043	84.96
"BacV5Epi_Species_9951"	9.82345538038492	0.0770747905863684	"BacV5Epi"	713	1	0	0.2172043	8.4801877164864e-06	5
"BacV5Epi_Species_9918"	-13.1659968500735	-3.14158868861228	"BacV5Epi"	3031	42	0.00045821	0.42377622	0.0870160534977913	73.14285714
"BacV5Epi_Species_7161"	-18.5317873917683	-5.44553871611925	"BacV5Epi"	3032	52	0.00044077	0.4279661	0.105497345328331	70.21153846
"BacV5Epi_Species_3007"	-2.99865004997967	4.08767252676025	"BacV5Epi"	2778	85	0.03592449	0.4741784	0.118565537035465	48.30588235
"BacV5Epi_Species_2855"	-10.9666192774475	-6.24476467551496	"BacV5Epi"	2963	74	0.00722767	0.4529148	0.124413698911667	56.59459459
"BacV5Epi_Species_3067"	1.69011190627965	1.02572275614429	"BacV5Epi"	2492	1	0	0.32268371	0.00237766606733203	87
"BacV5Epi_Species_5464"	6.94927301317713	2.03212161387233	"BacV5Epi"	1827	1	0	0.27321912	0.000266943912720308	16
"BacV5Epi_Species_1384"	-13.2197585801237	-3.72951000924833	"BacV5Epi"	2982	96	0.01952375	0.48870968	0.143471658229828	50.07291667
"BacV5Epi_Species_9831"	-15.136891049922	-6.71577759080696	"BacV5Epi"	3004	64	0.00190828	0.44040698	0.119145341217518	63.625
"BacV5Epi_Species_4561"	-13.4737468127356	-0.144172658009965	"BacV5Epi"	3050	35	8.115e-05	0.41563786	0.0795514285564423	82.2
"BacV5Epi_Species_14436"	-16.3606752401845	3.17239132812011	"BacV5Epi"	3060	45	0.00260031	0.44233577	0.0937995910644531	74.28888889
"BacV5Epi_Species_6045"	-7.42436497570662	-3.06859520096289	"BacV5Epi"	2896	36	0.00088878	0.41506849	0.0745965614914894	73.19444444
"BacV5Epi_Species_15152"	-6.55529074050286	0.748290069582367	"BacV5Epi"	2949	25	6.291e-05	0.41168478	0.0582347586750984	87.16
"BacV5Epi_Species_8781"	-4.29431884372341	-3.14248465139691	"BacV5Epi"	2829	29	0.00017806	0.39607843	0.0580357313156128	71.06896552
"BacV5Epi_Species_2833"	-22.3088938515265	-2.3323685838336	"BacV5Epi"	3051	59	0.00089504	0.44233577	0.117652833461761	69.10169492
"FITS2Endo_Species_1851"	7.82581284182785	1.0161262244855	"FITS2Endo"	1405	2	1.652e-05	0.32441113	0.00212627113796771	44
"FITS2Epi_Species_1325"	4.32929823649804	2.10267598046025	"FITS2Epi"	2289	4	4.228e-05	0.34549601	0.00543925259262323	51
"FITS2Epi_Species_1075"	10.6039090756641	-2.25752646817077	"FITS2Epi"	547	1	0	0.22020349	4.41312568000285e-06	9
"FITS2Epi_Species_2055"	10.9325548917917	-1.34246324914506	"FITS2Epi"	438	1	0	0.22020349	4.41312568000285e-06	9
"FITS2Epi_Species_1991"	3.97464309918362	-1.16581109265315	"FITS2Epi"	2315	1	0	0.29532164	0.000861640553921461	53
"FITS2Epi_Species_920"	3.98132518941806	1.65580094881981	"FITS2Epi"	2206	1	0	0.29532164	0.000861640553921461	53
"FITS2Epi_Species_1725"	5.68735849981686	-0.58582387034437	"FITS2Epi"	2078	1	0	0.29532164	0.000861640553921461	53
"FITS2Epi_Species_863"	1.5884402829428	0.628767929706152	"FITS2Epi"	2529	4	0.00040948	0.35397196	0.00429934775456786	52.25
"FITS2Epi_Species_135"	11.1021166149771	-1.40162257801678	"FITS2Epi"	439	6	0.02743633	0.21861472	3.30957777805452e-06	2.16666667
"FITS2Epi_Species_1531"	5.91391578463331	-4.75108061613794	"FITS2Epi"	1614	2	0.03242075	0.27199282	0.000189484504517168	9.5
"FITS2Epi_Species_615"	-2.13017097384369	-0.105030819333063	"FITS2Epi"	2813	13	0.00030285	0.39248705	0.0278838519006968	82.38461538
"FITS2Epi_Species_925"	-1.36727879675346	-1.19941776164027	"FITS2Epi"	2581	5	5.594e-05	0.34510251	0.00746452901512384	52.8
"FITS2Epi_Species_1951"	9.61544925392412	-0.994439105040258	"FITS2Epi"	815	1	0	0.20682594	1.40730230668851e-06	6
"FITS2Epi_Species_2803"	3.11037491702226	1.14873596580162	"FITS2Epi"	2109	5	0.03896018	0.347876	0.0046475799754262	40
"FITS2Epi_Species_382"	5.8998174386271	1.18604748890799	"FITS2Epi"	1825	1	0	0.20682594	1.40730230668851e-06	6
"FITS2Epi_Species_672"	3.07863799574893	-2.81294854895546	"FITS2Epi"	2174	12	0.00133353	0.37733499	0.0241960510611534	76.75
"FITS2Epi_Species_1553"	3.02438455453096	-3.70470024519501	"FITS2Epi"	2153	3	1.72e-06	0.32580645	0.00465797260403633	51.33333333
"FITS2Epi_Species_546"	6.61081467958069	2.64075083569862	"FITS2Epi"	1656	4	0.00404681	0.34707904	0.00381222972646356	45.25
"FITS2Epi_Species_1309"	-9.45803130153093	-1.71583134997546	"FITS2Epi"	2977	8	0	0.37177914	0.0199247822165489	94.625
"FITS2Epi_Species_1683"	5.97463490743061	1.98256988495005	"FITS2Epi"	1850	1	0	0.25986278	0.000126258324598894	8
"FITS2Epi_Species_1903"	7.63164059702366	1.27782550660414	"FITS2Epi"	1450	1	0	0.2497939	6.95914495736361e-05	15
"FITS2Epi_Species_610"	-0.105894250656827	1.54529922425761	"FITS2Epi"	2662	2	0	0.33930571	0.00488346815109253	92.5
"FITS2Epi_Species_893"	-6.26354097516343	2.24422263582853	"FITS2Epi"	2856	30	0.00681845	0.41620879	0.0593030974268913	72.63333333
"FITS2Epi_Species_1497"	-5.48082828136021	2.44755656425605	"FITS2Epi"	2751	49	0.01744984	0.44104803	0.081026516854763	59.87755102
"OtradEndo_Species_877"	6.93652855055532	0.34552804251813	"OtradEndo"	1946	53	0.07633499	0.41850829	0.0495514124631882	31.86792453
"OtradEndo_Species_616"	8.8189773519334	0.668342750384391	"OtradEndo"	1582	1	0	0.29532164	0.000861640553921461	53
"OtradEpi_Species_877"	10.0697449351745	-1.18716513436954	"OtradEpi"	967	9	0.0521933	0.28212291	0.000253795296885073	1.77777778
"OtradEpi_Species_616"	10.0408588764784	-1.56003279583266	"OtradEpi"	922	1	0	0.22020349	4.41312568000285e-06	9
