OTU	G.FITS2.10	A.FITS2.9	H.FITS2.8	A.FITS2.10	A.FITS2.18	G.FITS2.7	E.FITS2.3	A.FITS2.7	G.FITS2.8	H.FITS2.5	F.FITS2.7	C.FITS2.9	G.FITS2.9	H.FITS2.7	G.FITS2.5	G.FITS2.1	A.FITS2.6	F.FITS2.10	G.FITS2.2	G.FITS2.3	E.FITS2.2	G.FITS2.6	H.FITS2.6	D.FITS2.8	D.FITS2.7	D.FITS2.10	D.FITS2.9	E.FITS2.4	F.FITS2.6	F.FITS2.8	E.FITS2.5	A.FITS2.20	E.FITS2.1	F.FITS2.9	A.FITS2.19	A.FITS2.8	C.FITS2.10	G.FITS2.4	taxonomy
Species_1316	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	17.0	0.0	10.0	2.0	49.0	1.0	15.0	0.0	0.0	6.0	104.0	0.0	0.0	7.0	81.0	41.0	94.0	14.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Physciaceae; g__Phaeophyscia; s__Phaeophyscia orbicularis
Species_2630	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_2373	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis; g__Mycocentrospora; s__Mycocentrospora sp
Species_36	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodotorula; s__Rhodotorula aurantiaca
Species_1655	0.0	0.0	0.0	0.0	3.0	67.0	0.0	0.0	88.0	0.0	0.0	54.0	820.0	327.0	28.0	14.0	1.0	0.0	46.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	41.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis
Species_2180	0.0	1.0	297.0	112.0	20.0	12.0	75.0	1.0	26.0	125.0	75.0	14234.0	1.0	4968.0	38.0	3.0	5.0	211.0	155.0	26.0	3115.0	13.0	36.0	5.0	60.0	74.0	1805.0	1486.0	123.0	26.0	0.0	0.0	12.0	0.0	12.0	0.0	196.0	0.0	k__Fungi; p__Basidiomycota
Species_546	1.0	73.0	4.0	100.0	104.0	0.0	9.0	4.0	3.0	1.0	47.0	2.0	0.0	1.0	1.0	0.0	85.0	65.0	0.0	1.0	1.0	0.0	4.0	1.0	3.0	2.0	2.0	12.0	12.0	47.0	13.0	11.0	16.0	1.0	57.0	2.0	1.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Dioszegia; s__Dioszegia buhagiarii
Species_1125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae
Species_1833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	874.0	0.0	17.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Diplodia
Species_1789	0.0	0.0	872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	953.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Aureobasidium
Species_2240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_2580	123.0	43.0	39.0	28.0	89.0	64.0	1.0	288.0	153.0	52.0	301.0	155.0	149.0	163.0	178.0	2.0	62.0	211.0	31.0	62.0	56.0	47.0	214.0	59.0	26.0	140.0	33.0	539.0	802.0	88.0	132.0	27.0	348.0	0.0	8.0	39.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Leptosphaeria; s__Leptosphaeria sp
Species_2601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes
Species_2599	11.0	69.0	5.0	93.0	43.0	0.0	0.0	31.0	0.0	0.0	37.0	0.0	139.0	0.0	19.0	3.0	163.0	187.0	27.0	0.0	26.0	0.0	36.0	64.0	0.0	32.0	0.0	0.0	31.0	99.0	1.0	97.0	14.0	0.0	1.0	24.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
Species_319	7.0	0.0	0.0	29.0	37.0	0.0	216.0	50.0	0.0	0.0	3.0	69.0	12.0	0.0	110.0	15.0	0.0	1.0	0.0	2.0	138.0	0.0	0.0	2.0	1.0	170.0	70.0	2053.0	287.0	19.0	6.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
Species_1179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	44.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
Species_1922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_2629	0.0	0.0	0.0	3159.0	0.0	0.0	0.0	3.0	0.0	0.0	94.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	128.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium sp CBS 119875
Species_1715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus passeckerianus
Species_2224	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	20.0	0.0	9.0	37.0	0.0	0.0	3.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Incertae sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron rhodogenum
Species_1905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	1.0	5.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_383	16.0	70.0	380.0	479.0	10744.0	0.0	313.0	2.0	9.0	800.0	64.0	1529.0	1.0	958.0	8.0	0.0	717.0	905.0	39.0	29.0	1015.0	19.0	301.0	52.0	207.0	88.0	1713.0	1544.0	319.0	584.0	1.0	3.0	70.0	1422.0	51.0	0.0	55.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidiella; s__Leucosporidiella creatinivora
Species_2532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	28.0	0.0	70.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Verrucaria
Species_1727	12.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota
Species_1477	4.0	0.0	65.0	0.0	0.0	8.0	0.0	0.0	35.0	0.0	0.0	0.0	23.0	0.0	225.0	1.0	0.0	0.0	5.0	0.0	93.0	19.0	0.0	0.0	0.0	5.0	29.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota
Species_2178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	2.0	16.0	0.0	0.0	0.0	0.0	17.0	0.0	5.0	0.0	4.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Verrucaria; s__Verrucaria sp
Species_837	33.0	115.0	642.0	43.0	15.0	0.0	424.0	8.0	5.0	44.0	45.0	1.0	62.0	0.0	34.0	469.0	9.0	20.0	806.0	8.0	165.0	75.0	40.0	24.0	4.0	567.0	991.0	157.0	0.0	10.0	661.0	0.0	1.0	1672.0	6.0	3.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria
Species_2015	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__unidentified; s__Pleomassariaceae sp
Species_712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	671.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	4.0	0.0	367.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_2312	9.0	179.0	69.0	29.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	34.0	3.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	21.0	18.0	13.0	0.0	4.0	0.0	0.0	26.0	0.0	3.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodotorula
Species_1880	12.0	1.0	244.0	3.0	27.0	0.0	0.0	9.0	32.0	201.0	74.0	0.0	9.0	0.0	70.0	7.0	5.0	53.0	28.0	5.0	0.0	58.0	0.0	0.0	22.0	289.0	46.0	180.0	29.0	0.0	0.0	1.0	23.0	0.0	30.0	10.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
Species_2048	3.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes
Species_13	0.0	6.0	51.0	11.0	1.0	16.0	95.0	0.0	0.0	0.0	6.0	101.0	139.0	0.0	18.0	0.0	0.0	4.0	77.0	2.0	53.0	0.0	25.0	1.0	2.0	15.0	5.0	9.0	5.0	2.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus; s__Coprinellus micaceus
Species_1647	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	14.0	0.0	0.0	3.0	174.0	0.0	14.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales sp
Species_1411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium tricinctum
Species_242	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	24.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	3.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes
Species_443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium daleae
Species_1553	10.0	535.0	2217.0	100.0	172.0	3.0	14606.0	3.0	36.0	1308.0	6213.0	615.0	7.0	95.0	12.0	0.0	117.0	7311.0	8.0	7.0	477.0	0.0	890.0	334.0	650.0	990.0	133.0	8903.0	591.0	10060.0	1675.0	4.0	4124.0	0.0	1325.0	2.0	2102.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__Udeniomyces; s__Udeniomyces pannonicus
Species_2161	103.0	0.0	2.0	1.0	1.0	27.0	8.0	0.0	4.0	0.0	0.0	0.0	136.0	0.0	43.0	2.0	0.0	0.0	2.0	0.0	14.0	24.0	0.0	0.0	0.0	9.0	1.0	11.0	0.0	11.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
Species_1303	0.0	1.0	10.0	195.0	4.0	0.0	0.0	0.0	0.0	411.0	6.0	0.0	0.0	0.0	13.0	0.0	9.0	1047.0	0.0	0.0	7.0	7.0	45.0	0.0	47.0	3.0	208.0	159.0	16.0	5.0	498.0	0.0	8.0	716.0	5.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__unidentified; g__unidentified; s__Microbotryales sp
Species_675	123.0	0.0	0.0	0.0	12.0	51.0	0.0	0.0	67.0	0.0	0.0	0.0	12.0	0.0	30.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	12.0	46.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaetopsis; s__Pyrenochaetopsis leptospora
Species_382	29.0	496.0	165.0	3838.0	959.0	0.0	0.0	34.0	0.0	31.0	1660.0	0.0	0.0	1.0	32.0	0.0	907.0	22968.0	38.0	0.0	14.0	5.0	8.0	3.0	33.0	31.0	225.0	94.0	15590.0	2140.0	2427.0	6.0	2816.0	1626.0	1238.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium sp
Species_2236	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	215.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	71.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phaeococcomyces; s__Phaeococcomyces sp 03002a
Species_1506	110.0	0.0	0.0	9.0	34.0	14.0	183.0	12.0	1.0	568.0	0.0	0.0	197.0	0.0	264.0	4.0	0.0	0.0	11.0	126.0	676.0	140.0	50.0	37.0	1429.0	40.0	17.0	19.0	5.0	19.0	40.0	6.0	41.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis; g__Pyrenochaeta; s__Pyrenochaeta sp MUT 4382
Species_926	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; s__Lachnum rhytismatis
Species_1083	0.0	17.0	3.0	20.0	26.0	0.0	0.0	4.0	0.0	1.0	0.0	2.0	0.0	4.0	1.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	36.0	3.0	2.0	0.0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma sp Vega417
Species_135	1039.0	27605.0	1868.0	34019.0	23213.0	1539.0	1416.0	16241.0	4233.0	1099.0	13116.0	1117.0	8797.0	642.0	4753.0	2239.0	10309.0	11633.0	3171.0	5272.0	491.0	1554.0	2323.0	6814.0	4504.0	6713.0	2673.0	1015.0	26599.0	21400.0	1199.0	16912.0	8799.0	17487.0	11304.0	5138.0	419.0	0.0	k__Fungi; p__Ascomycota
Species_1974	2.0	11.0	292.0	3.0	0.0	1.0	0.0	0.0	0.0	19.0	0.0	17.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	31.0	0.0	1722.0	205.0	2.0	41.0	5.0	12.0	0.0	1.0	168.0	2.0	22.0	0.0	7.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__unidentified; s__Cystofilobasidiaceae sp
Species_653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Ophiostoma
Species_1692	0.0	1.0	20.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
Species_2212	0.0	132.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0	29.0	0.0	2.0	4.0	0.0	0.0	82.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	49.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodotorula; s__Rhodotorula aurantiaca
Species_1138	0.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	29.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus friedmannii
Species_1267	0.0	12.0	0.0	94.0	38.0	0.0	0.0	0.0	0.0	0.0	969.0	0.0	1.0	0.0	0.0	0.0	7.0	99.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	120.0	0.0	22.0	0.0	0.0	25.0	69.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_1419	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	10.0	16.0	0.0	0.0	19.0	12.0	0.0	0.0	2.0	1.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium tricinctum
Species_1056	0.0	0.0	11.0	0.0	0.0	0.0	1.0	0.0	38.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	30.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Mycopappus; s__Mycopappus sp
Species_2287	2.0	0.0	1.0	0.0	0.0	262.0	0.0	0.0	32.0	0.0	0.0	1.0	16.0	42.0	18.0	11.0	0.0	0.0	62.0	3.0	9.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
Species_64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	25.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_1473	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete
Species_881	0.0	2.0	0.0	0.0	2.0	20.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	30.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae sedis; f__Plectosphaerellaceae; g__Plectosphaerella; s__Plectosphaerella citrulli
Species_2153	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	57.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota
Species_120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Hypoxylon; s__Hypoxylon rubiginosum
Species_2386	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	12.0	3.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis; g__Ascochyta; s__Ascochyta sp
